SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,B_paper
50,2,4,19,53,Iowa,Decatur County,8457,0
50,2,4,19,55,Iowa,Delaware County,17764,0
50,2,4,19,57,Iowa,Des Moines County,40325,0
50,2,4,19,59,Iowa,Dickinson County,16667,0
50,2,4,19,61,Iowa,Dubuque County,93653,0
50,2,4,19,63,Iowa,Emmet County,10302,0
50,2,4,19,65,Iowa,Fayette County,20880,0
50,2,4,19,67,Iowa,Floyd County,16303,0
50,2,4,19,69,Iowa,Franklin County,10680,0
50,2,4,19,71,Iowa,Fremont County,7441,0
50,2,4,19,73,Iowa,Greene County,9336,0
50,2,4,19,75,Iowa,Grundy County,12453,0
50,2,4,19,77,Iowa,Guthrie County,10954,0
50,2,4,19,79,Iowa,Hamilton County,15673,0
50,2,4,19,81,Iowa,Hancock County,11341,0
50,2,4,19,83,Iowa,Hardin County,17534,0
50,2,4,19,85,Iowa,Harrison County,14928,0
50,2,4,19,87,Iowa,Henry County,20145,0
50,2,4,19,89,Iowa,Howard County,9566,0
50,2,4,19,91,Iowa,Humboldt County,9815,0
50,2,4,19,93,Iowa,Ida County,7089,0
50,2,4,19,95,Iowa,Iowa County,16355,0
50,2,4,19,97,Iowa,Jackson County,19848,0
50,2,4,19,99,Iowa,Jasper County,36842,0
50,2,4,19,101,Iowa,Jefferson County,16843,0
50,2,4,19,103,Iowa,Johnson County,130882,0
50,2,4,19,105,Iowa,Jones County,20638,0
50,2,4,19,107,Iowa,Keokuk County,10511,0
50,2,4,19,109,Iowa,Kossuth County,15543,0
50,2,4,19,111,Iowa,Lee County,35862,0
50,2,4,19,113,Iowa,Linn County,211226,0
50,2,4,19,115,Iowa,Louisa County,11387,0
50,2,4,19,117,Iowa,Lucas County,8898,0
50,2,4,19,119,Iowa,Lyon County,11581,0
50,2,4,19,121,Iowa,Madison County,15679,0
50,2,4,19,123,Iowa,Mahaska County,22381,0
50,2,4,19,125,Iowa,Marion County,33309,0
50,2,4,19,127,Iowa,Marshall County,40648,0
50,2,4,19,129,Iowa,Mills County,15059,0
50,2,4,19,131,Iowa,Mitchell County,10776,0
50,2,4,19,133,Iowa,Monona County,9243,0
50,2,4,19,135,Iowa,Monroe County,7970,0
50,2,4,19,137,Iowa,Montgomery County,10740,0
50,2,4,19,139,Iowa,Muscatine County,42745,0
50,2,4,19,141,Iowa,O'Brien County,14398,0
50,2,4,19,143,Iowa,Osceola County,6462,0
50,2,4,19,145,Iowa,Page County,15932,0
50,2,4,19,147,Iowa,Palo Alto County,9421,0
50,2,4,19,149,Iowa,Plymouth County,24986,0
50,2,4,19,151,Iowa,Pocahontas County,7310,0
50,2,4,19,153,Iowa,Polk County,430640,0
50,2,4,19,155,Iowa,Pottawattamie County,93158,0
50,2,4,19,157,Iowa,Poweshiek County,18914,0
50,2,4,19,159,Iowa,Ringgold County,5131,0
50,2,4,19,161,Iowa,Sac County,10350,0
50,2,4,19,163,Iowa,Scott County,165224,0
50,2,4,19,165,Iowa,Shelby County,12167,0
50,2,4,19,167,Iowa,Sioux County,33704,0
50,2,4,19,169,Iowa,Story County,89542,0
50,2,4,19,171,Iowa,Tama County,17767,0
50,2,4,19,173,Iowa,Taylor County,6317,0
50,2,4,19,175,Iowa,Union County,12534,0
50,2,4,19,177,Iowa,Van Buren County,7570,0
50,2,4,19,179,Iowa,Wapello County,35625,0
50,2,4,19,181,Iowa,Warren County,46225,0
50,2,4,19,183,Iowa,Washington County,21704,0
50,2,4,19,185,Iowa,Wayne County,6403,0
50,2,4,19,187,Iowa,Webster County,38013,0
50,2,4,19,189,Iowa,Winnebago County,10866,0
50,2,4,19,191,Iowa,Winneshiek County,21056,0
50,2,4,19,193,Iowa,Woodbury County,102172,0
50,2,4,19,195,Iowa,Worth County,7598,0
50,2,4,19,197,Iowa,Wright County,13229,0
40,2,4,20,0,Kansas,Kansas,2853118,0
50,2,4,20,1,Kansas,Allen County,13371,0
50,2,4,20,3,Kansas,Anderson County,8102,0
50,2,4,20,5,Kansas,Atchison County,16924,0
50,2,4,20,7,Kansas,Barber County,4861,0
50,2,4,20,9,Kansas,Barton County,27674,0
50,2,4,20,11,Kansas,Bourbon County,15173,0
50,2,4,20,13,Kansas,Brown County,9984,0
50,2,4,20,15,Kansas,Butler County,65880,0
50,2,4,20,17,Kansas,Chase County,2790,0
50,2,4,20,19,Kansas,Chautauqua County,3669,0
50,2,4,20,21,Kansas,Cherokee County,21603,0
50,2,4,20,23,Kansas,Cheyenne County,2726,0
50,2,4,20,25,Kansas,Clark County,2215,0
50,2,4,20,27,Kansas,Clay County,8535,0
50,2,4,20,29,Kansas,Cloud County,9533,0
50,2,4,20,31,Kansas,Coffey County,8601,0
50,2,4,20,33,Kansas,Comanche County,1891,0
50,2,4,20,35,Kansas,Cowley County,36311,0
50,2,4,20,37,Kansas,Crawford County,39134,0
50,2,4,20,39,Kansas,Decatur County,2961,0
50,2,4,20,41,Kansas,Dickinson County,19754,0
50,2,4,20,43,Kansas,Doniphan County,7945,0
50,2,4,20,45,Kansas,Douglas County,110826,0
50,2,4,20,47,Kansas,Edwards County,3037,0
50,2,4,20,49,Kansas,Elk County,2882,0
50,2,4,20,51,Kansas,Ellis County,28452,0
50,2,4,20,53,Kansas,Ellsworth County,6497,0
50,2,4,20,55,Kansas,Finney County,36776,0
50,2,4,20,57,Kansas,Ford County,33848,0
50,2,4,20,59,Kansas,Franklin County,25992,0
50,2,4,20,61,Kansas,Geary County,34362,0
50,2,4,20,63,Kansas,Gove County,2695,0
50,2,4,20,65,Kansas,Graham County,2597,0
50,2,4,20,67,Kansas,Grant County,7829,0
50,2,4,20,69,Kansas,Gray County,6006,0
50,2,4,20,71,Kansas,Greeley County,1247,0
50,2,4,20,73,Kansas,Greenwood County,6689,0
50,2,4,20,75,Kansas,Hamilton County,2690,0
50,2,4,20,77,Kansas,Harper County,6034,0
50,2,4,20,79,Kansas,Harvey County,34684,0
50,2,4,20,81,Kansas,Haskell County,4256,0
50,2,4,20,83,Kansas,Hodgeman County,1916,0
50,2,4,20,85,Kansas,Jackson County,13462,0
50,2,4,20,87,Kansas,Jefferson County,19126,0
50,2,4,20,89,Kansas,Jewell County,3077,0
50,2,4,20,91,Kansas,Johnson County,544179,0
50,2,4,20,93,Kansas,Kearny County,3977,0
50,2,4,20,95,Kansas,Kingman County,7858,0
50,2,4,20,97,Kansas,Kiowa County,2553,0
50,2,4,20,99,Kansas,Labette County,21607,0
50,2,4,20,101,Kansas,Lane County,1750,0
50,2,4,20,103,Kansas,Leavenworth County,76227,0
50,2,4,20,105,Kansas,Lincoln County,3241,0
50,2,4,20,107,Kansas,Linn County,9656,0
50,2,4,20,109,Kansas,Logan County,2756,0
50,2,4,20,111,Kansas,Lyon County,33690,0
50,2,4,20,113,Kansas,McPherson County,29180,0
50,2,4,20,115,Kansas,Marion County,12660,0
50,2,4,20,117,Kansas,Marshall County,10117,0
50,2,4,20,119,Kansas,Meade County,4575,0
50,2,4,20,121,Kansas,Miami County,32787,0
50,2,4,20,123,Kansas,Mitchell County,6373,0
50,2,4,20,125,Kansas,Montgomery County,35471,0
50,2,4,20,127,Kansas,Morris County,5923,0
50,2,4,20,129,Kansas,Morton County,3233,0
50,2,4,20,131,Kansas,Nemaha County,10178,0
50,2,4,20,133,Kansas,Neosho County,16512,0
50,2,4,20,135,Kansas,Ness County,3107,0
50,2,4,20,137,Kansas,Norton County,5671,0
50,2,4,20,139,Kansas,Osage County,16295,0
50,2,4,20,141,Kansas,Osborne County,3858,0
50,2,4,20,143,Kansas,Ottawa County,6091,0
50,2,4,20,145,Kansas,Pawnee County,6973,0
50,2,4,20,147,Kansas,Phillips County,5642,0
50,2,4,20,149,Kansas,Pottawatomie County,21604,0
50,2,4,20,151,Kansas,Pratt County,9656,0
50,2,4,20,153,Kansas,Rawlins County,2519,0
50,2,4,20,155,Kansas,Reno County,64511,0
50,2,4,20,157,Kansas,Republic County,4980,0
50,2,4,20,159,Kansas,Rice County,10083,0
50,2,4,20,161,Kansas,Riley County,71115,0
50,2,4,20,163,Kansas,Rooks County,5181,0
50,2,4,20,165,Kansas,Rush County,3307,0
50,2,4,20,167,Kansas,Russell County,6970,0
50,2,4,20,169,Kansas,Saline County,55606,0
50,2,4,20,171,Kansas,Scott County,4936,0
50,2,4,20,173,Kansas,Sedgwick County,498365,0
50,2,4,20,175,Kansas,Seward County,22952,0
50,2,4,20,177,Kansas,Shawnee County,177934,0
50,2,4,20,179,Kansas,Sheridan County,2556,0
50,2,4,20,181,Kansas,Sherman County,6010,0
50,2,4,20,183,Kansas,Smith County,3853,0
50,2,4,20,185,Kansas,Stafford County,4437,0
50,2,4,20,187,Kansas,Stanton County,2235,0
50,2,4,20,189,Kansas,Stevens County,5724,0
50,2,4,20,191,Kansas,Sumner County,24132,0
50,2,4,20,193,Kansas,Thomas County,7900,0
50,2,4,20,195,Kansas,Trego County,3001,0
50,2,4,20,197,Kansas,Wabaunsee County,7053,0
50,2,4,20,199,Kansas,Wallace County,1485,0
50,2,4,20,201,Kansas,Washington County,5799,0
50,2,4,20,203,Kansas,Wichita County,2234,0
50,2,4,20,205,Kansas,Wilson County,9409,0
50,2,4,20,207,Kansas,Woodson County,3309,0
50,2,4,20,209,Kansas,Wyandotte County,157505,0
40,3,6,21,0,Kentucky,Kentucky,4339367,0
50,3,6,21,1,Kentucky,Adair County,18656,0
50,3,6,21,3,Kentucky,Allen County,19956,0
50,3,6,21,5,Kentucky,Anderson County,21421,0
50,3,6,21,7,Kentucky,Ballard County,8249,0
50,3,6,21,9,Kentucky,Barren County,42173,0
50,3,6,21,11,Kentucky,Bath County,11591,0
50,3,6,21,13,Kentucky,Bell County,28691,0
50,3,6,21,15,Kentucky,Boone County,118811,1
50,3,6,21,17,Kentucky,Bourbon County,19985,0
50,3,6,21,19,Kentucky,Boyd County,49542,0
50,3,6,21,21,Kentucky,Boyle County,28432,0
50,3,6,21,23,Kentucky,Bracken County,8488,1
50,3,6,21,25,Kentucky,Breathitt County,13878,0
50,3,6,21,27,Kentucky,Breckinridge County,20059,0
50,3,6,21,29,Kentucky,Bullitt County,74319,0
50,3,6,21,31,Kentucky,Butler County,12690,0
50,3,6,21,33,Kentucky,Caldwell County,12984,0
50,3,6,21,35,Kentucky,Calloway County,37191,0
50,3,6,21,37,Kentucky,Campbell County,90336,1
50,3,6,21,39,Kentucky,Carlisle County,5104,0
50,3,6,21,41,Kentucky,Carroll County,10811,0
50,3,6,21,43,Kentucky,Carter County,27720,0
50,3,6,21,45,Kentucky,Casey County,15955,0
50,3,6,21,47,Kentucky,Christian County,73955,0
50,3,6,21,49,Kentucky,Clark County,35613,0
50,3,6,21,51,Kentucky,Clay County,21730,0
50,3,6,21,53,Kentucky,Clinton County,10272,0
50,3,6,21,55,Kentucky,Crittenden County,9315,0
50,3,6,21,57,Kentucky,Cumberland County,6856,0
50,3,6,21,59,Kentucky,Daviess County,96656,0
50,3,6,21,61,Kentucky,Edmonson County,12161,0
50,3,6,21,63,Kentucky,Elliott County,7852,0
50,3,6,21,65,Kentucky,Estill County,14672,0
50,3,6,21,67,Kentucky,Fayette County,295803,0
50,3,6,21,69,Kentucky,Fleming County,14348,0
50,3,6,21,71,Kentucky,Floyd County,39451,0
50,3,6,21,73,Kentucky,Franklin County,49285,0
50,3,6,21,75,Kentucky,Fulton County,6813,0
50,3,6,21,77,Kentucky,Gallatin County,8589,1
50,3,6,21,79,Kentucky,Garrard County,16912,0
50,3,6,21,81,Kentucky,Grant County,24662,1
50,3,6,21,83,Kentucky,Graves County,37121,0
50,3,6,21,85,Kentucky,Grayson County,25746,0
50,3,6,21,87,Kentucky,Green County,11258,0
50,3,6,21,89,Kentucky,Greenup County,36910,0
50,3,6,21,91,Kentucky,Hancock County,8565,0
50,3,6,21,93,Kentucky,Hardin County,105543,0
50,3,6,21,95,Kentucky,Harlan County,29278,0
50,3,6,21,97,Kentucky,Harrison County,18846,0
50,3,6,21,99,Kentucky,Hart County,18199,0
50,3,6,21,101,Kentucky,Henderson County,46250,0
50,3,6,21,103,Kentucky,Henry County,15416,0
50,3,6,21,105,Kentucky,Hickman County,4902,0
50,3,6,21,107,Kentucky,Hopkins County,46920,0
50,3,6,21,109,Kentucky,Jackson County,13494,0
50,3,6,21,111,Kentucky,Jefferson County,741096,0
50,3,6,21,113,Kentucky,Jessamine County,48586,0
50,3,6,21,115,Kentucky,Johnson County,23356,0
50,3,6,21,117,Kentucky,Kenton County,159720,1
50,3,6,21,119,Kentucky,Knott County,16346,0
50,3,6,21,121,Kentucky,Knox County,31883,0
50,3,6,21,123,Kentucky,Larue County,14193,0
50,3,6,21,125,Kentucky,Laurel County,58849,0
50,3,6,21,127,Kentucky,Lawrence County,15860,0
50,3,6,21,129,Kentucky,Lee County,7887,0
50,3,6,21,131,Kentucky,Leslie County,11310,0
50,3,6,21,133,Kentucky,Letcher County,24519,0
50,3,6,21,135,Kentucky,Lewis County,13870,0
50,3,6,21,137,Kentucky,Lincoln County,24742,0
50,3,6,21,139,Kentucky,Livingston County,9519,0
50,3,6,21,141,Kentucky,Logan County,26835,0
50,3,6,21,143,Kentucky,Lyon County,8314,0
50,3,6,21,145,Kentucky,McCracken County,65565,0
50,3,6,21,147,Kentucky,McCreary County,18306,0
50,3,6,21,149,Kentucky,McLean County,9531,0
50,3,6,21,151,Kentucky,Madison County,82916,0
50,3,6,21,153,Kentucky,Magoffin County,13333,0
50,3,6,21,155,Kentucky,Marion County,19820,0
50,3,6,21,157,Kentucky,Marshall County,31448,0
50,3,6,21,159,Kentucky,Martin County,12929,0
50,3,6,21,161,Kentucky,Mason County,17490,1
50,3,6,21,163,Kentucky,Meade County,28602,0
50,3,6,21,165,Kentucky,Menifee County,6306,0
50,3,6,21,167,Kentucky,Mercer County,21331,0
50,3,6,21,169,Kentucky,Metcalfe County,10099,0
50,3,6,21,171,Kentucky,Monroe County,10963,0
50,3,6,21,173,Kentucky,Montgomery County,26499,0
50,3,6,21,175,Kentucky,Morgan County,13923,0
50,3,6,21,177,Kentucky,Muhlenberg County,31499,0
50,3,6,21,179,Kentucky,Nelson County,43437,0
50,3,6,21,181,Kentucky,Nicholas County,7135,0
50,3,6,21,183,Kentucky,Ohio County,23842,0
50,3,6,21,185,Kentucky,Oldham County,60316,0
50,3,6,21,187,Kentucky,Owen County,10841,0
50,3,6,21,189,Kentucky,Owsley County,4755,0
50,3,6,21,191,Kentucky,Pendleton County,14877,1
50,3,6,21,193,Kentucky,Perry County,28712,0
50,3,6,21,195,Kentucky,Pike County,65024,0
50,3,6,21,197,Kentucky,Powell County,12613,0
50,3,6,21,199,Kentucky,Pulaski County,63063,0
50,3,6,21,201,Kentucky,Robertson County,2282,0
50,3,6,21,203,Kentucky,Rockcastle County,17056,0
50,3,6,21,205,Kentucky,Rowan County,23333,0
50,3,6,21,207,Kentucky,Russell County,17565,0
50,3,6,21,209,Kentucky,Scott County,47173,0
50,3,6,21,211,Kentucky,Shelby County,42074,0
50,3,6,21,213,Kentucky,Simpson County,17327,0
50,3,6,21,215,Kentucky,Spencer County,17061,0
50,3,6,21,217,Kentucky,Taylor County,24512,0
50,3,6,21,219,Kentucky,Todd County,12460,0
50,3,6,21,221,Kentucky,Trigg County,14339,0
50,3,6,21,223,Kentucky,Trimble County,8809,0
50,3,6,21,225,Kentucky,Union County,15007,0
50,3,6,21,227,Kentucky,Warren County,113792,0
50,3,6,21,229,Kentucky,Washington County,11717,0
50,3,6,21,231,Kentucky,Wayne County,20813,0
50,3,6,21,233,Kentucky,Webster County,13621,0
50,3,6,21,235,Kentucky,Whitley County,35637,0
50,3,6,21,237,Kentucky,Wolfe County,7355,0
50,3,6,21,239,Kentucky,Woodford County,24939,0
40,3,7,22,0,Louisiana,Louisiana,4533372,0
50,3,7,22,1,Louisiana,Acadia Parish,61773,0
50,3,7,22,3,Louisiana,Allen Parish,25764,0
50,3,7,22,5,Louisiana,Ascension Parish,107215,0
50,3,7,22,7,Louisiana,Assumption Parish,23421,0
50,3,7,22,9,Louisiana,Avoyelles Parish,42073,0
50,3,7,22,11,Louisiana,Beauregard Parish,35654,0
50,3,7,22,13,Louisiana,Bienville Parish,14353,0
50,3,7,22,15,Louisiana,Bossier Parish,116979,0
50,3,7,22,17,Louisiana,Caddo Parish,254969,0
50,3,7,22,19,Louisiana,Calcasieu Parish,192768,0
50,3,7,22,21,Louisiana,Caldwell Parish,10132,0
50,3,7,22,23,Louisiana,Cameron Parish,6839,0
50,3,7,22,25,Louisiana,Catahoula Parish,10407,0
50,3,7,22,27,Louisiana,Claiborne Parish,17195,0
50,3,7,22,29,Louisiana,Concordia Parish,20822,0
50,3,7,22,31,Louisiana,De Soto Parish,26656,0
50,3,7,22,33,Louisiana,East Baton Rouge Parish,440171,0
50,3,7,22,35,Louisiana,East Carroll Parish,7759,0
50,3,7,22,37,Louisiana,East Feliciana Parish,20267,0
50,3,7,22,39,Louisiana,Evangeline Parish,33984,0
50,3,7,22,41,Louisiana,Franklin Parish,20767,0
50,3,7,22,43,Louisiana,Grant Parish,22309,0
50,3,7,22,45,Louisiana,Iberia Parish,73240,0
50,3,7,22,47,Louisiana,Iberville Parish,33387,0
50,3,7,22,49,Louisiana,Jackson Parish,16274,0
50,3,7,22,51,Louisiana,Jefferson Parish,432552,0
50,3,7,22,53,Louisiana,Jefferson Davis Parish,31594,0
50,3,7,22,55,Louisiana,Lafayette Parish,221578,0
50,3,7,22,57,Louisiana,Lafourche Parish,96318,0
50,3,7,22,59,Louisiana,LaSalle Parish,14890,0
50,3,7,22,61,Louisiana,Lincoln Parish,46735,0
50,3,7,22,63,Louisiana,Livingston Parish,128026,0
50,3,7,22,65,Louisiana,Madison Parish,12093,0
50,3,7,22,67,Louisiana,Morehouse Parish,27979,0
50,3,7,22,69,Louisiana,Natchitoches Parish,39566,0
50,3,7,22,71,Louisiana,Orleans Parish,343829,0
50,3,7,22,73,Louisiana,Ouachita Parish,153720,0
50,3,7,22,75,Louisiana,Plaquemines Parish,23042,0
50,3,7,22,77,Louisiana,Pointe Coupee Parish,22802,0
50,3,7,22,79,Louisiana,Rapides Parish,131613,0
50,3,7,22,81,Louisiana,Red River Parish,9091,0
50,3,7,22,83,Louisiana,Richland Parish,20725,0
50,3,7,22,85,Louisiana,Sabine Parish,24233,0
50,3,7,22,87,Louisiana,St. Bernard Parish,35897,0
50,3,7,22,89,Louisiana,St. Charles Parish,52780,0
50,3,7,22,91,Louisiana,St. Helena Parish,11203,0
50,3,7,22,93,Louisiana,St. James Parish,22102,0
50,3,7,22,95,Louisiana,St. John the Baptist Parish,45924,0
50,3,7,22,97,Louisiana,St. Landry Parish,83384,0
50,3,7,22,99,Louisiana,St. Martin Parish,52160,0
50,3,7,22,101,Louisiana,St. Mary Parish,54650,0
50,3,7,22,103,Louisiana,St. Tammany Parish,233740,0
50,3,7,22,105,Louisiana,Tangipahoa Parish,121097,0
50,3,7,22,107,Louisiana,Tensas Parish,5252,0
50,3,7,22,109,Louisiana,Terrebonne Parish,111860,0
50,3,7,22,111,Louisiana,Union Parish,22721,0
50,3,7,22,113,Louisiana,Vermilion Parish,57999,0
50,3,7,22,115,Louisiana,Vernon Parish,52334,0
50,3,7,22,117,Louisiana,Washington Parish,47168,0
50,3,7,22,119,Louisiana,Webster Parish,41207,0
50,3,7,22,121,Louisiana,West Baton Rouge Parish,23788,0
50,3,7,22,123,Louisiana,West Carroll Parish,11604,0
50,3,7,22,125,Louisiana,West Feliciana Parish,15625,0
50,3,7,22,127,Louisiana,Winn Parish,15313,0
40,1,1,23,0,Maine,Maine,1328361,0
50,1,1,23,1,Maine,Androscoggin County,107702,0
50,1,1,23,3,Maine,Aroostook County,71870,0
50,1,1,23,5,Maine,Cumberland County,281674,0
50,1,1,23,7,Maine,Franklin County,30768,0
50,1,1,23,9,Maine,Hancock County,54418,0
50,1,1,23,11,Maine,Kennebec County,122151,0
50,1,1,23,13,Maine,Knox County,39736,0
50,1,1,23,15,Maine,Lincoln County,34457,0
50,1,1,23,17,Maine,Oxford County,57833,0
50,1,1,23,19,Maine,Penobscot County,153923,0
50,1,1,23,21,Maine,Piscataquis County,17535,0
50,1,1,23,23,Maine,Sagadahoc County,35293,0
50,1,1,23,25,Maine,Somerset County,52228,0
50,1,1,23,27,Maine,Waldo County,38786,0
50,1,1,23,29,Maine,Washington County,32856,0
50,1,1,23,31,Maine,York County,197131,0
40,3,5,24,0,Maryland,Maryland,5773552,0
50,3,5,24,1,Maryland,Allegany County,75087,0
50,3,5,24,3,Maryland,Anne Arundel County,537656,0
50,3,5,24,5,Maryland,Baltimore County,805029,0
50,3,5,24,9,Maryland,Calvert County,88737,0
50,3,5,24,11,Maryland,Caroline County,33066,0
50,3,5,24,13,Maryland,Carroll County,167134,0
50,3,5,24,15,Maryland,Cecil County,101108,0
50,3,5,24,17,Maryland,Charles County,146551,0
50,3,5,24,19,Maryland,Dorchester County,32618,0
50,3,5,24,21,Maryland,Frederick County,233385,0
50,3,5,24,23,Maryland,Garrett County,30097,0
50,3,5,24,25,Maryland,Harford County,244826,0
50,3,5,24,27,Maryland,Howard County,287085,0
50,3,5,24,29,Maryland,Kent County,20197,0
50,3,5,24,31,Maryland,Montgomery County,971777,0
50,3,5,24,33,Maryland,Prince George's County,863420,0
50,3,5,24,35,Maryland,Queen Anne's County,47798,0
50,3,5,24,37,Maryland,St. Mary's County,105151,0
50,3,5,24,39,Maryland,Somerset County,26470,0
50,3,5,24,41,Maryland,Talbot County,37782,0
50,3,5,24,43,Maryland,Washington County,147430,0
50,3,5,24,45,Maryland,Wicomico County,98733,0
50,3,5,24,47,Maryland,Worcester County,51454,0
50,3,5,24,510,Maryland,Baltimore city,620961,0
40,1,1,25,0,Massachusetts,Massachusetts,6547629,0
50,1,1,25,1,Massachusetts,Barnstable County,215888,0
50,1,1,25,3,Massachusetts,Berkshire County,131219,0
50,1,1,25,5,Massachusetts,Bristol County,548285,0
50,1,1,25,7,Massachusetts,Dukes County,16535,0
50,1,1,25,9,Massachusetts,Essex County,743159,0
50,1,1,25,11,Massachusetts,Franklin County,71372,0
50,1,1,25,13,Massachusetts,Hampden County,463490,0
50,1,1,25,15,Massachusetts,Hampshire County,158080,0
50,1,1,25,17,Massachusetts,Middlesex County,1503085,0
50,1,1,25,19,Massachusetts,Nantucket County,10172,0
50,1,1,25,21,Massachusetts,Norfolk County,670850,0
50,1,1,25,23,Massachusetts,Plymouth County,494919,0
50,1,1,25,25,Massachusetts,Suffolk County,722023,0
50,1,1,25,27,Massachusetts,Worcester County,798552,0
40,2,3,26,0,Michigan,Michigan,9883640,0
50,2,3,26,1,Michigan,Alcona County,10942,0
50,2,3,26,3,Michigan,Alger County,9601,0
50,2,3,26,5,Michigan,Allegan County,111408,0
50,2,3,26,7,Michigan,Alpena County,29598,0
50,2,3,26,9,Michigan,Antrim County,23580,0
50,2,3,26,11,Michigan,Arenac County,15899,0
50,2,3,26,13,Michigan,Baraga County,8860,0
50,2,3,26,15,Michigan,Barry County,59173,0
50,2,3,26,17,Michigan,Bay County,107771,0
50,2,3,26,19,Michigan,Benzie County,17525,0
50,2,3,26,21,Michigan,Berrien County,156813,0
50,2,3,26,23,Michigan,Branch County,45248,0
50,2,3,26,25,Michigan,Calhoun County,136146,0
50,2,3,26,27,Michigan,Cass County,52293,0
50,2,3,26,29,Michigan,Charlevoix County,25949,0
50,2,3,26,31,Michigan,Cheboygan County,26152,0
50,2,3,26,33,Michigan,Chippewa County,38520,0
50,2,3,26,35,Michigan,Clare County,30926,0
50,2,3,26,37,Michigan,Clinton County,75382,0
50,2,3,26,39,Michigan,Crawford County,14074,0
50,2,3,26,41,Michigan,Delta County,37069,0
50,2,3,26,43,Michigan,Dickinson County,26168,0
50,2,3,26,45,Michigan,Eaton County,107759,0
50,2,3,26,47,Michigan,Emmet County,32694,0
50,2,3,26,49,Michigan,Genesee County,425790,0
50,2,3,26,51,Michigan,Gladwin County,25692,0
50,2,3,26,53,Michigan,Gogebic County,16427,0
50,2,3,26,55,Michigan,Grand Traverse County,86986,0
50,2,3,26,57,Michigan,Gratiot County,42476,0
50,2,3,26,59,Michigan,Hillsdale County,46688,0
50,2,3,26,61,Michigan,Houghton County,36628,0
50,2,3,26,63,Michigan,Huron County,33118,0
50,2,3,26,65,Michigan,Ingham County,280895,0
50,2,3,26,67,Michigan,Ionia County,63905,0
50,2,3,26,69,Michigan,Iosco County,25887,0
50,2,3,26,71,Michigan,Iron County,11817,0
50,2,3,26,73,Michigan,Isabella County,70311,0
50,2,3,26,75,Michigan,Jackson County,160248,0
50,2,3,26,77,Michigan,Kalamazoo County,250331,0
50,2,3,26,79,Michigan,Kalkaska County,17153,0
50,2,3,26,81,Michigan,Kent County,602622,0
50,2,3,26,83,Michigan,Keweenaw County,2156,0
50,2,3,26,85,Michigan,Lake County,11539,0
50,2,3,26,87,Michigan,Lapeer County,88319,0
50,2,3,26,89,Michigan,Leelanau County,21708,0
50,2,3,26,91,Michigan,Lenawee County,99892,0
50,2,3,26,93,Michigan,Livingston County,180967,0
50,2,3,26,95,Michigan,Luce County,6631,0
50,2,3,26,97,Michigan,Mackinac County,11113,0
50,2,3,26,99,Michigan,Macomb County,840978,0
50,2,3,26,101,Michigan,Manistee County,24733,0
50,2,3,26,103,Michigan,Marquette County,67077,0
50,2,3,26,105,Michigan,Mason County,28705,0
50,2,3,26,107,Michigan,Mecosta County,42798,0
50,2,3,26,109,Michigan,Menominee County,24029,0
50,2,3,26,111,Michigan,Midland County,83629,0
50,2,3,26,113,Michigan,Missaukee County,14849,0
50,2,3,26,115,Michigan,Monroe County,152021,0
50,2,3,26,117,Michigan,Montcalm County,63342,0
50,2,3,26,119,Michigan,Montmorency County,9765,0
50,2,3,26,121,Michigan,Muskegon County,172188,0
50,2,3,26,123,Michigan,Newaygo County,48460,0
50,2,3,26,125,Michigan,Oakland County,1202362,0
50,2,3,26,127,Michigan,Oceana County,26570,0
50,2,3,26,129,Michigan,Ogemaw County,21699,0
50,2,3,26,131,Michigan,Ontonagon County,6780,0
50,2,3,26,133,Michigan,Osceola County,23528,0
50,2,3,26,135,Michigan,Oscoda County,8640,0
50,2,3,26,137,Michigan,Otsego County,24164,0
50,2,3,26,139,Michigan,Ottawa County,263801,0
50,2,3,26,141,Michigan,Presque Isle County,13376,0
50,2,3,26,143,Michigan,Roscommon County,24449,0
50,2,3,26,145,Michigan,Saginaw County,200169,0
50,2,3,26,147,Michigan,St. Clair County,163040,0
50,2,3,26,149,Michigan,St. Joseph County,61295,0
50,2,3,26,151,Michigan,Sanilac County,43114,0
50,2,3,26,153,Michigan,Schoolcraft County,8485,0
50,2,3,26,155,Michigan,Shiawassee County,70648,0
50,2,3,26,157,Michigan,Tuscola County,55729,0
50,2,3,26,159,Michigan,Van Buren County,76258,0
50,2,3,26,161,Michigan,Washtenaw County,344791,0
50,2,3,26,163,Michigan,Wayne County,1820584,0
50,2,3,26,165,Michigan,Wexford County,32735,0
40,2,4,27,0,Minnesota,Minnesota,5303925,0
50,2,4,27,1,Minnesota,Aitkin County,16202,0
50,2,4,27,3,Minnesota,Anoka County,330844,0
50,2,4,27,5,Minnesota,Becker County,32504,0
50,2,4,27,7,Minnesota,Beltrami County,44442,0
50,2,4,27,9,Minnesota,Benton County,38451,0
50,2,4,27,11,Minnesota,Big Stone County,5269,0
50,2,4,27,13,Minnesota,Blue Earth County,64013,0
50,2,4,27,15,Minnesota,Brown County,25893,0
50,2,4,27,17,Minnesota,Carlton County,35386,0
50,2,4,27,19,Minnesota,Carver County,91042,0
50,2,4,27,21,Minnesota,Cass County,28567,0
50,2,4,27,23,Minnesota,Chippewa County,12441,0
